date,festival,product,category,price,units_sold,revenue
06-09-2021,Ganesh Chaturthi,Flower Garland,Festival,693.6666667,1445,888970
06-09-2021,Ganesh Chaturthi,Flowers,Festival,677.6666667,472,324960
06-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,1053.4,855,976561
06-09-2021,Ganesh Chaturthi,Garland,Festival,642.5,336,246141
06-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,659,2567,1745858
06-09-2021,Ganesh Chaturthi,Lights,Festival,959.75,140,135172
06-09-2021,Ganesh Chaturthi,Modak,Festival,954.5,2878,2800995
06-09-2021,Ganesh Chaturthi,Pooja Books,Festival,470,231,99578
06-09-2021,Ganesh Chaturthi,Puja Thali,Festival,908.3333333,4340,3678641
06-09-2021,Ganesh Chaturthi,Small Bell,Festival,601.5714286,542,294512
06-09-2021,Ganesh Chaturthi,Sweets Box,Festival,606.5,2221,1296112
06-09-2021,Ganesh Chaturthi,Table Decor,Festival,724.7142857,491,358813
06-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,623.3333333,416,227357
07-09-2021,Ganesh Chaturthi,Brass Idol,Festival,717.1666667,481,399219
07-09-2021,Ganesh Chaturthi,Candle Holder,Festival,997.2,4359,4242472
07-09-2021,Ganesh Chaturthi,Chocolates,Festival,819.9230769,3165,2599118
07-09-2021,Ganesh Chaturthi,Coconut,Festival,851.4615385,4122,3541311
07-09-2021,Ganesh Chaturthi,Copper Plate,Festival,534.2857143,625,309504
07-09-2021,Ganesh Chaturthi,Decor,Festival,929.1428571,488,440143
07-09-2021,Ganesh Chaturthi,Decorative Lamp,Festival,791.5,2964,2335778
07-09-2021,Ganesh Chaturthi,Flower Garland,Festival,799.8666667,4296,3579759
07-09-2021,Ganesh Chaturthi,Flowers,Festival,540.6,299,189521
07-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,720.8333333,1904,1435131
07-09-2021,Ganesh Chaturthi,Garland,Festival,856.8,414,368061
07-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,785.6428571,3798,3014527
07-09-2021,Ganesh Chaturthi,Lights,Festival,725.4,311,232918
07-09-2021,Ganesh Chaturthi,Modak,Festival,957.6666667,2104,2044554
07-09-2021,Ganesh Chaturthi,Pooja Books,Festival,779.8,396,303216
07-09-2021,Ganesh Chaturthi,Puja Thali,Festival,1048.833333,1664,1598821
07-09-2021,Ganesh Chaturthi,Small Bell,Festival,825.8,383,319916
07-09-2021,Ganesh Chaturthi,Sweets Box,Festival,1045.125,2354,2410751
07-09-2021,Ganesh Chaturthi,Table Decor,Festival,661.8571429,533,365237
07-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,1137.666667,272,309612
08-09-2021,Ganesh Chaturthi,Brass Idol,Festival,618,295,145212
08-09-2021,Ganesh Chaturthi,Candle Holder,Festival,853.7857143,3930,3211346
08-09-2021,Ganesh Chaturthi,Chocolates,Festival,864.5555556,3025,2573684
08-09-2021,Ganesh Chaturthi,Coconut,Festival,989,1924,1856449
08-09-2021,Ganesh Chaturthi,Copper Plate,Festival,536.375,567,330826
08-09-2021,Ganesh Chaturthi,Decor,Festival,504,130,56280
08-09-2021,Ganesh Chaturthi,Decorative Lamp,Festival,702.8333333,3564,2406520
08-09-2021,Ganesh Chaturthi,Flower Garland,Festival,999,2439,2430533
08-09-2021,Ganesh Chaturthi,Flowers,Festival,624,344,237800
08-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,1072.2,2891,3179365
08-09-2021,Ganesh Chaturthi,Garland,Festival,579.5,243,125498
08-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,1079.571429,2152,2328522
08-09-2021,Ganesh Chaturthi,Lights,Festival,412,362,150089
08-09-2021,Ganesh Chaturthi,Modak,Festival,882.4,3705,3295341
08-09-2021,Ganesh Chaturthi,Pooja Books,Festival,641.3333333,144,91134
08-09-2021,Ganesh Chaturthi,Puja Thali,Festival,928.1428571,2371,2280226
08-09-2021,Ganesh Chaturthi,Small Bell,Festival,476.75,491,219575
08-09-2021,Ganesh Chaturthi,Sweets Box,Festival,580.6363636,2932,1530222
08-09-2021,Ganesh Chaturthi,Table Decor,Festival,573.3333333,415,234818
08-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,672.8,340,198060
09-09-2021,Ganesh Chaturthi,Brass Idol,Festival,767.25,445,248381
09-09-2021,Ganesh Chaturthi,Candle Holder,Festival,896.5454545,3487,3029815
09-09-2021,Ganesh Chaturthi,Chocolates,Festival,1052.642857,5013,5319817
09-09-2021,Ganesh Chaturthi,Coconut,Festival,995.4666667,3915,3797375
09-09-2021,Ganesh Chaturthi,Copper Plate,Festival,718.625,658,436283
09-09-2021,Ganesh Chaturthi,Decor,Festival,546,197,119195
09-09-2021,Ganesh Chaturthi,Decorative Lamp,Festival,622.8333333,2126,1330612
09-09-2021,Ganesh Chaturthi,Flower Garland,Festival,790.2222222,2841,2154682
09-09-2021,Ganesh Chaturthi,Flowers,Festival,560.4,414,256785
09-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,930.9333333,4780,4622187
09-09-2021,Ganesh Chaturthi,Garland,Festival,940.8,313,281078
09-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,909,2946,2695674
09-09-2021,Ganesh Chaturthi,Lights,Festival,756.125,450,339457
09-09-2021,Ganesh Chaturthi,Modak,Festival,1010.538462,4291,4382588
09-09-2021,Ganesh Chaturthi,Pooja Books,Festival,540,319,179358
09-09-2021,Ganesh Chaturthi,Puja Thali,Festival,1001.2,1476,1303894
09-09-2021,Ganesh Chaturthi,Small Bell,Festival,764.3333333,287,207669
09-09-2021,Ganesh Chaturthi,Sweets Box,Festival,873.25,4594,4083789
09-09-2021,Ganesh Chaturthi,Table Decor,Festival,706.7142857,482,397540
09-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,684.4285714,542,357917
10-09-2021,Ganesh Chaturthi,Brass Idol,Festival,704.5,241,131021
10-09-2021,Ganesh Chaturthi,Candle Holder,Festival,967.6666667,5070,5068146
10-09-2021,Ganesh Chaturthi,Chocolates,Festival,902,1302,1183648
10-09-2021,Ganesh Chaturthi,Coconut,Festival,984.6666667,2236,2216951
10-09-2021,Ganesh Chaturthi,Copper Plate,Festival,456.875,535,266796
10-09-2021,Ganesh Chaturthi,Decor,Festival,373.6,381,142740
10-09-2021,Ganesh Chaturthi,Decorative Lamp,Festival,720.6428571,4573,3615906
10-09-2021,Ganesh Chaturthi,Flower Garland,Festival,726,1652,1371382
10-09-2021,Ganesh Chaturthi,Flowers,Festival,728,212,153416
10-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,840.2,1795,1441508
10-09-2021,Ganesh Chaturthi,Garland,Festival,587,624,376982
10-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,702.6,4918,3429160
10-09-2021,Ganesh Chaturthi,Lights,Festival,577.25,324,171717
10-09-2021,Ganesh Chaturthi,Modak,Festival,718.5,2452,1848895
10-09-2021,Ganesh Chaturthi,Pooja Books,Festival,798.5,279,214775
10-09-2021,Ganesh Chaturthi,Puja Thali,Festival,727.9333333,4412,3302874
10-09-2021,Ganesh Chaturthi,Small Bell,Festival,631.1666667,470,266165
10-09-2021,Ganesh Chaturthi,Sweets Box,Festival,864.3846154,4364,3670462
10-09-2021,Ganesh Chaturthi,Table Decor,Festival,751.75,192,139577
10-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,689.6666667,232,151983
11-09-2021,Ganesh Chaturthi,Brass Idol,Festival,443.5714286,367,164288
11-09-2021,Ganesh Chaturthi,Candle Holder,Festival,795.6666667,2822,2392075
11-09-2021,Ganesh Chaturthi,Chocolates,Festival,822.125,2124,1871529
11-09-2021,Ganesh Chaturthi,Coconut,Festival,866,1456,1152564
11-09-2021,Ganesh Chaturthi,Copper Plate,Festival,758.2857143,414,347978
11-09-2021,Ganesh Chaturthi,Decor,Festival,800,368,297087
11-09-2021,Ganesh Chaturthi,Decorative Lamp,Festival,965.8181818,3340,3325896
11-09-2021,Ganesh Chaturthi,Flower Garland,Festival,945.6,1350,1205100
11-09-2021,Ganesh Chaturthi,Flowers,Festival,328.6666667,232,70275
11-09-2021,Ganesh Chaturthi,Ganesh Idol,Festival,594.8571429,2082,1242091
11-09-2021,Ganesh Chaturthi,Garland,Festival,443.8333333,509,238974
11-09-2021,Ganesh Chaturthi,Incense Sticks,Festival,536.8,1247,648791
11-09-2021,Ganesh Chaturthi,Lights,Festival,790,272,215193
11-09-2021,Ganesh Chaturthi,Modak,Festival,879.7142857,1925,1565748
11-09-2021,Ganesh Chaturthi,Pooja Books,Festival,716.25,230,150331
11-09-2021,Ganesh Chaturthi,Puja Thali,Festival,769.7142857,2385,1960621
11-09-2021,Ganesh Chaturthi,Small Bell,Festival,662.6666667,136,84583
11-09-2021,Ganesh Chaturthi,Sweets Box,Festival,927.5384615,3775,3445430
11-09-2021,Ganesh Chaturthi,Table Decor,Festival,660.8,447,270895
11-09-2021,Ganesh Chaturthi,Wall Hangings,Festival,484.25,258,146848
30-09-2021,Navratri,Bangles,Festival,780.5,2134,1545471
30-09-2021,Navratri,Bracelets,Festival,426.3333333,175,55299
30-09-2021,Navratri,Chaniya Choli,Festival,984.7777778,1428,1375482
30-09-2021,Navratri,Clutch Bag,Festival,714.6428571,2748,2085235
30-09-2021,Navratri,Dance Shoes,Festival,829.25,2219,1898506
30-09-2021,Navratri,Dandiya,Festival,662.5714286,442,318744
30-09-2021,Navratri,Decor,Festival,523,269,124807
30-09-2021,Navratri,Dupatta,Festival,710.3333333,1102,834139
30-09-2021,Navratri,Face Makeup Kit,Festival,799.4285714,434,365812
30-09-2021,Navratri,Garba Dress,Festival,797.4444444,1714,1415193
30-09-2021,Navratri,Garba Music CD,Festival,1022.666667,277,278115
30-09-2021,Navratri,Hair Accessories,Festival,661.875,536,333791
30-09-2021,Navratri,Handbag,Festival,809.1,1814,1414546
30-09-2021,Navratri,Jewellery Set,Festival,935.2666667,2515,2399700
30-09-2021,Navratri,Mirror Work Set,Festival,786,568,396477
30-09-2021,Navratri,Ornaments,Festival,713.8333333,929,718171
30-09-2021,Navratri,Perfume,Festival,511.4,392,209590
30-09-2021,Navratri,Scarves,Festival,629.25,252,144662
30-09-2021,Navratri,Sunglasses,Festival,690.2857143,517,362574
30-09-2021,Navratri,Traditional Skirt,Festival,786.6,1861,1366853
01-10-2021,Navratri,Bangles,Festival,998,866,804006
01-10-2021,Navratri,Bracelets,Festival,787,241,174270
01-10-2021,Navratri,Chaniya Choli,Festival,906.7142857,2600,2376929
01-10-2021,Navratri,Clutch Bag,Festival,823.625,1731,1361088
01-10-2021,Navratri,Dance Shoes,Festival,1034.285714,1482,1513245
01-10-2021,Navratri,Dandiya,Festival,684.2857143,478,311174
01-10-2021,Navratri,Decor,Festival,559.3333333,362,193244
01-10-2021,Navratri,Dupatta,Festival,873.8333333,1086,912481
01-10-2021,Navratri,Face Makeup Kit,Festival,685.625,625,473377
01-10-2021,Navratri,Garba Dress,Festival,586.8,915,611009
01-10-2021,Navratri,Garba Music CD,Festival,733.5,473,330802
01-10-2021,Navratri,Hair Accessories,Festival,494.8,332,158080
01-10-2021,Navratri,Handbag,Festival,1073.222222,1763,1919573
01-10-2021,Navratri,Jewellery Set,Festival,894,2796,2594271
01-10-2021,Navratri,Mirror Work Set,Festival,768,342,246546
01-10-2021,Navratri,Ornaments,Festival,909.0909091,2018,1906474
01-10-2021,Navratri,Perfume,Festival,465.8333333,206,96990
01-10-2021,Navratri,Scarves,Festival,836,259,214989
01-10-2021,Navratri,Sunglasses,Festival,625,456,267384
01-10-2021,Navratri,Traditional Skirt,Festival,871.7272727,2345,1872251
02-10-2021,Navratri,Bangles,Festival,972.4666667,3513,3357868
02-10-2021,Navratri,Bracelets,Festival,761.375,542,413638
02-10-2021,Navratri,Chaniya Choli,Festival,908.5714286,3458,3343904
02-10-2021,Navratri,Clutch Bag,Festival,809.3846154,2788,2243047
02-10-2021,Navratri,Dance Shoes,Festival,831.5555556,2327,1954859
02-10-2021,Navratri,Dandiya,Festival,358.3333333,236,79798
02-10-2021,Navratri,Decor,Festival,551.7142857,494,239971
02-10-2021,Navratri,Dupatta,Festival,903.2222222,2030,1859255
02-10-2021,Navratri,Face Makeup Kit,Festival,633,217,108977
02-10-2021,Navratri,Garba Dress,Festival,643.875,1860,949706
02-10-2021,Navratri,Garba Music CD,Festival,696.75,192,145467
02-10-2021,Navratri,Hair Accessories,Festival,564,285,152911
02-10-2021,Navratri,Handbag,Festival,799.6923077,2923,2354879
02-10-2021,Navratri,Jewellery Set,Festival,732.7142857,1695,1236532
02-10-2021,Navratri,Mirror Work Set,Festival,634.4,396,230545
02-10-2021,Navratri,Ornaments,Festival,916.5555556,1967,1861971
02-10-2021,Navratri,Perfume,Festival,694,412,303291
02-10-2021,Navratri,Scarves,Festival,608.6666667,161,87639
02-10-2021,Navratri,Sunglasses,Festival,666.25,584,369221
02-10-2021,Navratri,Traditional Skirt,Festival,815.0714286,3441,2657427
03-10-2021,Navratri,Bangles,Festival,897.5333333,3550,3118502
03-10-2021,Navratri,Bracelets,Festival,510.5,407,248263
03-10-2021,Navratri,Chaniya Choli,Festival,626.9333333,3441,2217094
03-10-2021,Navratri,Clutch Bag,Festival,856.5714286,3510,3152787
03-10-2021,Navratri,Dance Shoes,Festival,713.6,783,567846
03-10-2021,Navratri,Dandiya,Festival,632.4285714,515,330156
03-10-2021,Navratri,Decor,Festival,486.3333333,285,135763
03-10-2021,Navratri,Dupatta,Festival,797.8,1483,1162663
03-10-2021,Navratri,Face Makeup Kit,Festival,608.5,290,184476
03-10-2021,Navratri,Garba Dress,Festival,1010.076923,2805,2853339
03-10-2021,Navratri,Garba Music CD,Festival,754,385,303346
03-10-2021,Navratri,Hair Accessories,Festival,606.1428571,493,287060
03-10-2021,Navratri,Handbag,Festival,810.1666667,3124,2463661
03-10-2021,Navratri,Jewellery Set,Festival,869.3076923,3551,3003172
03-10-2021,Navratri,Mirror Work Set,Festival,841.5714286,475,349611
03-10-2021,Navratri,Ornaments,Festival,897.7857143,3395,3054576
03-10-2021,Navratri,Perfume,Festival,676.4285714,544,347624
03-10-2021,Navratri,Scarves,Festival,582.75,460,254911
03-10-2021,Navratri,Sunglasses,Festival,309.3333333,277,93936
03-10-2021,Navratri,Traditional Skirt,Festival,863.8888889,2548,2248447
04-10-2021,Navratri,Bangles,Festival,623.2,1431,853329
04-10-2021,Navratri,Bracelets,Festival,991.3333333,226,210162
04-10-2021,Navratri,Chaniya Choli,Festival,1048.875,2512,2708186
04-10-2021,Navratri,Clutch Bag,Festival,860.3076923,3161,2925626
04-10-2021,Navratri,Dance Shoes,Festival,816.2,1352,1306342
04-10-2021,Navratri,Dandiya,Festival,692,206,143072
04-10-2021,Navratri,Decor,Festival,539,351,180593
04-10-2021,Navratri,Dupatta,Festival,1045.857143,1743,1816849
04-10-2021,Navratri,Face Makeup Kit,Festival,707.75,514,316440
04-10-2021,Navratri,Garba Dress,Festival,700.2857143,2498,1808677
04-10-2021,Navratri,Garba Music CD,Festival,952.6666667,140,133067
04-10-2021,Navratri,Hair Accessories,Festival,736.7142857,528,376747
04-10-2021,Navratri,Handbag,Festival,1068.3,3126,3249404
04-10-2021,Navratri,Jewellery Set,Festival,634.1818182,2509,1461102
04-10-2021,Navratri,Mirror Work Set,Festival,332.4285714,464,167523
04-10-2021,Navratri,Ornaments,Festival,421,1565,664826
04-10-2021,Navratri,Perfume,Festival,757.3333333,178,114216
04-10-2021,Navratri,Scarves,Festival,627.25,338,197577
04-10-2021,Navratri,Sunglasses,Festival,658,694,477440
04-10-2021,Navratri,Traditional Skirt,Festival,1017.833333,3156,3394775
05-10-2021,Navratri,Bangles,Festival,574,2097,1221901
05-10-2021,Navratri,Bracelets,Festival,599.5,513,291429
05-10-2021,Navratri,Chaniya Choli,Festival,842.6,3091,2651907
05-10-2021,Navratri,Clutch Bag,Festival,876.7142857,1944,1788063
05-10-2021,Navratri,Dance Shoes,Festival,865.5555556,2504,2308345
05-10-2021,Navratri,Dandiya,Festival,600.4,399,267581
05-10-2021,Navratri,Decor,Festival,960.6666667,314,320528
05-10-2021,Navratri,Dupatta,Festival,591.1666667,1987,1190012
05-10-2021,Navratri,Face Makeup Kit,Festival,465.5,403,188880
05-10-2021,Navratri,Garba Dress,Festival,872.3846154,3290,2933843
05-10-2021,Navratri,Garba Music CD,Festival,928.8333333,412,393692
05-10-2021,Navratri,Hair Accessories,Festival,666.75,264,200937
05-10-2021,Navratri,Handbag,Festival,790.8333333,1287,1034422
05-10-2021,Navratri,Jewellery Set,Festival,929.75,2905,2423163
05-10-2021,Navratri,Mirror Work Set,Festival,602.1666667,507,289622
05-10-2021,Navratri,Ornaments,Festival,1010.933333,4291,4247562
05-10-2021,Navratri,Perfume,Festival,584.5714286,582,280244
05-10-2021,Navratri,Scarves,Festival,523.5,461,235692
05-10-2021,Navratri,Sunglasses,Festival,544.7142857,508,299592
05-10-2021,Navratri,Traditional Skirt,Festival,882.6666667,1405,1170007
06-10-2021,Navratri,Bangles,Festival,939,1776,1599573
06-10-2021,Navratri,Bracelets,Festival,621.8571429,390,249967
06-10-2021,Navratri,Chaniya Choli,Festival,811.25,2653,2111499
06-10-2021,Navratri,Clutch Bag,Festival,936.4,2669,2525892
06-10-2021,Navratri,Dance Shoes,Festival,878.5,2242,1964681
06-10-2021,Navratri,Dandiya,Festival,376,593,215638
06-10-2021,Navratri,Decor,Festival,447.625,579,233720
06-10-2021,Navratri,Dupatta,Festival,990.6666667,3299,3213321
06-10-2021,Navratri,Face Makeup Kit,Festival,540.6666667,504,279477
06-10-2021,Navratri,Garba Dress,Festival,758.75,3755,2960339
06-10-2021,Navratri,Garba Music CD,Festival,538,214,116614
06-10-2021,Navratri,Hair Accessories,Festival,739.8,337,269346
06-10-2021,Navratri,Handbag,Festival,901.1428571,4344,4014819
06-10-2021,Navratri,Jewellery Set,Festival,609.6,5255,3307006
06-10-2021,Navratri,Mirror Work Set,Festival,563.875,460,244840
06-10-2021,Navratri,Ornaments,Festival,660.6923077,3696,2278471
06-10-2021,Navratri,Perfume,Festival,763.4,298,231995
06-10-2021,Navratri,Scarves,Festival,651.125,471,261897
06-10-2021,Navratri,Sunglasses,Festival,657.6666667,166,100802
06-10-2021,Navratri,Traditional Skirt,Festival,872,3048,2575822
07-10-2021,Navratri,Bangles,Festival,659.4666667,5058,3445374
07-10-2021,Navratri,Bracelets,Festival,708.6666667,294,210027
07-10-2021,Navratri,Chaniya Choli,Festival,815.4615385,4273,3711999
07-10-2021,Navratri,Clutch Bag,Festival,911.5,2846,2531893
07-10-2021,Navratri,Dance Shoes,Festival,842.1666667,1427,1251496
07-10-2021,Navratri,Dandiya,Festival,574.75,571,313780
07-10-2021,Navratri,Decor,Festival,735.75,242,177521
07-10-2021,Navratri,Dupatta,Festival,821.6923077,3949,3277497
07-10-2021,Navratri,Face Makeup Kit,Festival,610.6,240,115334
07-10-2021,Navratri,Garba Dress,Festival,835.6666667,3219,2823319
07-10-2021,Navratri,Garba Music CD,Festival,900,121,115665
07-10-2021,Navratri,Hair Accessories,Festival,1068.333333,204,218378
07-10-2021,Navratri,Handbag,Festival,731.5454545,2534,1997319
07-10-2021,Navratri,Jewellery Set,Festival,735.0833333,3910,2918532
07-10-2021,Navratri,Mirror Work Set,Festival,592.2857143,436,228592
07-10-2021,Navratri,Ornaments,Festival,929.6666667,4721,4443556
07-10-2021,Navratri,Perfume,Festival,644.6666667,193,127029
07-10-2021,Navratri,Scarves,Festival,809.875,464,393865
07-10-2021,Navratri,Sunglasses,Festival,545.3333333,173,77955
07-10-2021,Navratri,Traditional Skirt,Festival,930,1587,1438059
08-10-2021,Navratri,Bangles,Festival,1055.857143,2306,2443785
08-10-2021,Navratri,Bracelets,Festival,525.6666667,221,118982
08-10-2021,Navratri,Chaniya Choli,Festival,991,1797,1859255
08-10-2021,Navratri,Clutch Bag,Festival,834.6666667,2743,2340529
08-10-2021,Navratri,Dance Shoes,Festival,844.625,2427,1980554
08-10-2021,Navratri,Dandiya,Festival,508,477,227984
08-10-2021,Navratri,Decor,Festival,397.6,337,121633
08-10-2021,Navratri,Dupatta,Festival,738.4615385,3891,3026062
08-10-2021,Navratri,Face Makeup Kit,Festival,619.8333333,502,296135
08-10-2021,Navratri,Garba Dress,Festival,930,3301,3071572
08-10-2021,Navratri,Garba Music CD,Festival,764.1428571,548,407261
08-10-2021,Navratri,Hair Accessories,Festival,597.2857143,390,235551
08-10-2021,Navratri,Handbag,Festival,860.5714286,1683,1367131
08-10-2021,Navratri,Jewellery Set,Festival,1097.4,1851,1950456
08-10-2021,Navratri,Mirror Work Set,Festival,707.5,454,328036
08-10-2021,Navratri,Ornaments,Festival,900,1306,1131074
08-10-2021,Navratri,Perfume,Festival,605.125,527,330892
08-10-2021,Navratri,Scarves,Festival,706,588,436751
08-10-2021,Navratri,Sunglasses,Festival,675.4,316,210499
08-10-2021,Navratri,Traditional Skirt,Festival,999,3502,3531963
17-10-2021,Karva Chauth,Bracelet,Festival,1013.6,703,664936
17-10-2021,Karva Chauth,Candles,Festival,599.625,436,244949
17-10-2021,Karva Chauth,Chocolates,Festival,621.1111111,1716,1089171
17-10-2021,Karva Chauth,Clutch Bag,Festival,662.25,349,217380
17-10-2021,Karva Chauth,Decor,Festival,874.5,244,214637
17-10-2021,Karva Chauth,Flowers,Festival,777.25,476,360226
17-10-2021,Karva Chauth,Gift Box,Festival,890.0833333,2270,2010516
17-10-2021,Karva Chauth,Handbag,Festival,338.8571429,368,133656
17-10-2021,Karva Chauth,Jewellery,Festival,960,1651,1680033
17-10-2021,Karva Chauth,Mehndi,Festival,1055.142857,1250,1412299
17-10-2021,Karva Chauth,Necklace,Festival,610.5,607,342140
17-10-2021,Karva Chauth,Perfume,Festival,977.3,2011,1981039
17-10-2021,Karva Chauth,Personalized Mug,Festival,979.4,2090,1954703
17-10-2021,Karva Chauth,Photo Frame,Festival,825.25,318,279390
17-10-2021,Karva Chauth,Puja Thali,Festival,928.6,1696,1485991
17-10-2021,Karva Chauth,Ring,Festival,555.1428571,373,211806
17-10-2021,Karva Chauth,Saree,Festival,697.8,726,506116
17-10-2021,Karva Chauth,Soft Toy,Festival,759,644,525286
17-10-2021,Karva Chauth,Wall Hanging,Festival,712.25,336,249619
17-10-2021,Karva Chauth,Watch,Festival,828.4285714,2591,1991104
18-10-2021,Karva Chauth,Bracelet,Festival,823.4666667,3377,2636884
18-10-2021,Karva Chauth,Candles,Festival,643.8,399,238925
18-10-2021,Karva Chauth,Chocolates,Festival,843,1661,1365710
18-10-2021,Karva Chauth,Clutch Bag,Festival,714.1428571,460,380335
18-10-2021,Karva Chauth,Decor,Festival,602.25,485,276935
18-10-2021,Karva Chauth,Flowers,Festival,576.8571429,522,334575
18-10-2021,Karva Chauth,Gift Box,Festival,776.5454545,2058,1578194
18-10-2021,Karva Chauth,Handbag,Festival,577.6666667,173,103984
18-10-2021,Karva Chauth,Jewellery,Festival,741.6153846,2695,1985673
18-10-2021,Karva Chauth,Mehndi,Festival,717.9,1984,1532149
18-10-2021,Karva Chauth,Necklace,Festival,769.25,489,381797
18-10-2021,Karva Chauth,Perfume,Festival,810.125,1438,1201113
18-10-2021,Karva Chauth,Personalized Mug,Festival,652.6,1381,885027
18-10-2021,Karva Chauth,Photo Frame,Festival,532.8571429,484,275569
18-10-2021,Karva Chauth,Puja Thali,Festival,745,1634,1212906
18-10-2021,Karva Chauth,Ring,Festival,896.3333333,240,191510
18-10-2021,Karva Chauth,Saree,Festival,960.75,1350,1309218
18-10-2021,Karva Chauth,Soft Toy,Festival,660.1666667,429,273826
18-10-2021,Karva Chauth,Wall Hanging,Festival,558.8571429,521,305046
18-10-2021,Karva Chauth,Watch,Festival,656.375,1593,1019141
19-10-2021,Karva Chauth,Bracelet,Festival,620,1410,876695
19-10-2021,Karva Chauth,Candles,Festival,504.1666667,279,135957
19-10-2021,Karva Chauth,Chocolates,Festival,761.7,2507,2048659
19-10-2021,Karva Chauth,Clutch Bag,Festival,498,209,124994
19-10-2021,Karva Chauth,Decor,Festival,590.3333333,533,329895
19-10-2021,Karva Chauth,Flowers,Festival,530,362,194494
19-10-2021,Karva Chauth,Gift Box,Festival,821,2854,2353134
19-10-2021,Karva Chauth,Handbag,Festival,586.2857143,575,351576
19-10-2021,Karva Chauth,Jewellery,Festival,845.8,1081,942421
19-10-2021,Karva Chauth,Mehndi,Festival,1031.416667,2530,2620531
19-10-2021,Karva Chauth,Necklace,Festival,515,350,194254
19-10-2021,Karva Chauth,Perfume,Festival,766.2,1229,933826
19-10-2021,Karva Chauth,Personalized Mug,Festival,991.4285714,3375,3344565
19-10-2021,Karva Chauth,Photo Frame,Festival,670.25,143,80371
19-10-2021,Karva Chauth,Puja Thali,Festival,1209.8,1359,1625648
19-10-2021,Karva Chauth,Ring,Festival,863.3333333,411,337318
19-10-2021,Karva Chauth,Saree,Festival,792.8888889,2287,1811067
19-10-2021,Karva Chauth,Soft Toy,Festival,607.2857143,452,288108
19-10-2021,Karva Chauth,Wall Hanging,Festival,601,290,162166
19-10-2021,Karva Chauth,Watch,Festival,962.1428571,1754,1758315
20-10-2021,Karva Chauth,Bracelet,Festival,777.5,2543,1960135
20-10-2021,Karva Chauth,Candles,Festival,771.2,338,244332
20-10-2021,Karva Chauth,Chocolates,Festival,692.0666667,3787,2595937
20-10-2021,Karva Chauth,Clutch Bag,Festival,765.8571429,569,427734
20-10-2021,Karva Chauth,Decor,Festival,801,486,359428
20-10-2021,Karva Chauth,Flowers,Festival,573,467,262692
20-10-2021,Karva Chauth,Gift Box,Festival,834.1428571,2891,2452657
20-10-2021,Karva Chauth,Handbag,Festival,486.75,552,249496
20-10-2021,Karva Chauth,Jewellery,Festival,892,3435,3081849
20-10-2021,Karva Chauth,Mehndi,Festival,927.6,1043,957440
20-10-2021,Karva Chauth,Necklace,Festival,719.1666667,354,243892
20-10-2021,Karva Chauth,Perfume,Festival,893.4545455,3071,2708769
20-10-2021,Karva Chauth,Personalized Mug,Festival,712.7857143,3292,2311541
20-10-2021,Karva Chauth,Photo Frame,Festival,737.6,347,260678
20-10-2021,Karva Chauth,Puja Thali,Festival,913.8,3378,3181383
20-10-2021,Karva Chauth,Ring,Festival,292.6666667,220,58982
20-10-2021,Karva Chauth,Saree,Festival,935,2066,1979063
20-10-2021,Karva Chauth,Soft Toy,Festival,638.7142857,517,285651
20-10-2021,Karva Chauth,Wall Hanging,Festival,793.2,292,233041
20-10-2021,Karva Chauth,Watch,Festival,970.2307692,3311,3206006
21-10-2021,Karva Chauth,Bracelet,Festival,888.5,2929,2638100
21-10-2021,Karva Chauth,Candles,Festival,583.6666667,319,181161
21-10-2021,Karva Chauth,Chocolates,Festival,716.2,3142,2044272
21-10-2021,Karva Chauth,Clutch Bag,Festival,884,217,215193
21-10-2021,Karva Chauth,Decor,Festival,920.4285714,459,400289
21-10-2021,Karva Chauth,Flowers,Festival,835.7142857,579,504797
21-10-2021,Karva Chauth,Gift Box,Festival,801.9,3051,2578813
21-10-2021,Karva Chauth,Handbag,Festival,786,519,396314
21-10-2021,Karva Chauth,Jewellery,Festival,794.6153846,3489,2883549
21-10-2021,Karva Chauth,Mehndi,Festival,783.7857143,3589,2896907
21-10-2021,Karva Chauth,Necklace,Festival,287.3333333,196,62254
21-10-2021,Karva Chauth,Perfume,Festival,791.2142857,3998,3020506
21-10-2021,Karva Chauth,Personalized Mug,Festival,906.5384615,3596,3170996
21-10-2021,Karva Chauth,Photo Frame,Festival,401.4,443,187516
21-10-2021,Karva Chauth,Puja Thali,Festival,830.0833333,2914,2592333
21-10-2021,Karva Chauth,Ring,Festival,816.8,413,351526
